CODE2,CODE1,CODEBASE,H_CNT,P_CNT,M_CNT,F_CNT,INFO_TIME
A6735-22,A6735-22-003,A6735-0569-00,44,126,61,65,103Y12M
A6735-22,A6735-22-004,A6735-0561-00,65,215,102,113,103Y12M
A6735-22,A6735-22-005,A6735-0565-00,59,183,96,87,103Y12M
A6735-22,A6735-22-005,A6735-0589-00,40,134,73,61,103Y12M
A6735-22,A6735-22-006,A6735-0564-00,25,78,40,38,103Y12M
A6735-22,A6735-22-006,A6735-0584-00,36,102,52,50,103Y12M
A6735-22,A6735-22-006,A6735-0585-00,37,138,70,68,103Y12M
A6735-22,A6735-22-006,A6735-0604-00,22,72,36,36,103Y12M
A6735-22,A6735-22-007,A6735-0579-00,48,169,82,87,103Y12M
A6735-22,A6735-22-007,A6735-0603-00,34,118,56,62,103Y12M
A6735-22,A6735-22-008,A6735-0595-00,73,230,125,105,103Y12M
A6735-22,A6735-22-008,A6735-0598-00,34,104,58,46,103Y12M
A6735-22,A6735-22-009,A6735-0609-00,50,136,70,66,103Y12M
A6735-22,A6735-22-009,A6735-0622-00,44,149,77,72,103Y12M
A6735-22,A6735-22-009,A6735-0641-00,40,125,60,65,103Y12M
A6735-22,A6735-22-010,A6735-0614-00,23,72,32,40,103Y12M
A6735-22,A6735-22-010,A6735-0632-00,47,146,78,68,103Y12M
A6735-22,A6735-22-010,A6735-0644-00,39,121,58,63,103Y12M
A6735-23,A6735-23-001,A6735-0581-00,23,88,45,43,103Y12M
A6735-23,A6735-23-001,A6735-0588-00,51,161,72,89,103Y12M
A6735-23,A6735-23-001,A6735-0624-00,21,66,34,32,103Y12M
A6735-23,A6735-23-001,A6735-0625-00,48,138,73,65,103Y12M
A6735-23,A6735-23-001,A6735-0628-00,17,55,30,25,103Y12M
A6735-23,A6735-23-002,A6735-0597-00,60,191,98,93,103Y12M
A6735-23,A6735-23-002,A6735-0627-00,60,215,109,106,103Y12M
A6735-23,A6735-23-003,A6735-0649-00,93,277,130,147,103Y12M
A6735-23,A6735-23-004,A6735-0657-00,85,243,125,118,103Y12M
A6735-23,A6735-23-005,A6735-0652-00,23,67,35,32,103Y12M
A6735-23,A6735-23-005,A6735-0663-00,39,121,63,58,103Y12M
A6735-23,A6735-23-005,A6735-0676-00,59,195,101,94,103Y12M
A6735-23,A6735-23-006,A6735-0650-00,48,140,74,66,103Y12M
A6735-23,A6735-23-006,A6735-0665-00,50,172,93,79,103Y12M
A6735-23,A6735-23-006,A6735-0683-00,39,133,68,65,103Y12M
A6735-23,A6735-23-007,A6735-0669-00,25,71,43,28,103Y12M
A6735-23,A6735-23-007,A6735-0688-00,35,106,57,49,103Y12M
A6735-23,A6735-23-008,A6735-0668-00,33,129,64,65,103Y12M
A6735-23,A6735-23-008,A6735-0685-00,41,108,59,49,103Y12M
A6735-23,A6735-23-008,A6735-0695-00,54,169,89,80,103Y12M
A6735-23,A6735-23-009,A6735-0692-00,43,158,82,76,103Y12M
A6735-23,A6735-23-009,A6735-0701-00,65,193,83,110,103Y12M
A6735-23,A6735-23-010,A6735-0709-00,47,156,81,75,103Y12M
A6735-23,A6735-23-011,A6735-0702-00,32,92,44,48,103Y12M
A6735-23,A6735-23-011,A6735-0704-00,37,127,67,60,103Y12M
A6735-23,A6735-23-011,A6735-0707-00,61,203,102,101,103Y12M
A6735-23,A6735-23-011,A6735-0712-00,22,73,32,41,103Y12M
A6735-24,A6735-24-001,A6735-0629-00,44,154,68,86,103Y12M
A6735-24,A6735-24-002,A6735-0639-00,64,208,111,97,103Y12M
A6735-24,A6735-24-002,A6735-0642-00,70,212,104,108,103Y12M
A6735-24,A6735-24-003,A6735-0647-00,81,249,123,126,103Y12M
A6735-24,A6735-24-004,A6735-0651-00,35,105,58,47,103Y12M
A6735-24,A6735-24-004,A6735-0654-00,57,170,89,81,103Y12M
A6735-24,A6735-24-005,A6735-0662-00,43,128,72,56,103Y12M
A6735-24,A6735-24-005,A6735-0684-00,51,147,77,70,103Y12M
A6735-24,A6735-24-006,A6735-0664-00,78,217,110,107,103Y12M
A6735-24,A6735-24-006,A6735-0681-00,42,123,65,58,103Y12M
A6735-24,A6735-24-007,A6735-0666-00,49,136,68,68,103Y12M
A6735-24,A6735-24-007,A6735-0674-00,43,116,59,57,103Y12M
A6735-24,A6735-24-008,A6735-0679-00,108,369,188,181,103Y12M
A6735-24,A6735-24-009,A6735-0672-00,52,170,87,83,103Y12M
A6735-24,A6735-24-009,A6735-0690-00,18,79,38,41,103Y12M
A6735-24,A6735-24-009,A6735-0694-00,17,63,37,26,103Y12M
A6735-24,A6735-24-010,A6735-0687-00,29,91,46,45,103Y12M
A6735-24,A6735-24-010,A6735-0697-00,39,116,53,63,103Y12M
A6735-24,A6735-24-010,A6735-0705-00,51,130,69,61,103Y12M
A6735-24,A6735-24-011,A6735-0715-00,47,148,76,72,103Y12M
A6735-25,A6735-25-001,A6735-0073-00,26,83,43,40,103Y12M
A6735-25,A6735-25-001,A6735-0098-00,10,43,22,21,103Y12M
A6735-25,A6735-25-001,A6735-0196-00,21,65,33,32,103Y12M
A6735-25,A6735-25-002,A6735-0345-00,84,292,143,149,103Y12M
A6735-25,A6735-25-002,A6735-0374-00,29,103,50,53,103Y12M
A6735-25,A6735-25-003,A6735-0356-00,66,253,122,131,103Y12M
A6735-25,A6735-25-004,A6735-0389-00,109,350,166,184,103Y12M
A6735-25,A6735-25-005,A6735-0420-00,33,114,56,58,103Y12M
A6735-25,A6735-25-005,A6735-0424-00,31,144,58,86,103Y12M
A6735-25,A6735-25-006,A6735-0423-00,49,164,80,84,103Y12M
A6735-25,A6735-25-006,A6735-0446-00,35,115,63,52,103Y12M
A6735-25,A6735-25-006,A6735-0448-00,31,108,57,51,103Y12M
A6735-25,A6735-25-007,A6735-0522-00,31,101,55,46,103Y12M
A6735-25,A6735-25-007,A6735-0536-00,75,271,132,139,103Y12M
A6735-25,A6735-25-008,A6735-0416-00,18,61,29,32,103Y12M
A6735-25,A6735-25-008,A6735-0436-00,121,373,173,200,103Y12M
A6735-25,A6735-25-009,A6735-0472-00,47,185,92,93,103Y12M
A6735-25,A6735-25-009,A6735-0592-00,19,65,31,34,103Y12M
A6735-25,A6735-25-009,A6735-0640-00,17,56,26,30,103Y12M
A6735-25,A6735-25-010,A6735-0205-00,46,145,75,70,103Y12M
A6735-25,A6735-25-010,A6735-0321-00,13,44,27,17,103Y12M
A6735-25,A6735-25-010,A6735-0461-00,20,69,35,34,103Y12M
A6735-25,A6735-25-010,A6735-0533-00,13,37,19,18,103Y12M
A6735-25,A6735-25-011,A6735-0289-00,13,57,32,25,103Y12M
A6735-25,A6735-25-011,A6735-0398-00,30,99,54,45,103Y12M
A6735-25,A6735-25-011,A6735-0586-00,9,17,11,6,103Y12M
A6735-25,A6735-25-011,A6735-0891-00,18,40,23,17,103Y12M
A6735-25,A6735-25-011,A6735-1006-00,3,5,4,1,103Y12M
A6735-25,A6735-25-011,A6735-1129-00,2,3,1,2,103Y12M
A6735-26,A6735-26-001,A6735-0610-00,65,197,98,99,103Y12M
A6735-26,A6735-26-001,A6735-0634-00,37,134,68,66,103Y12M
A6735-26,A6735-26-001,A6735-0636-00,29,83,39,44,103Y12M
A6735-26,A6735-26-002,A6735-0613-00,14,37,16,21,103Y12M
A6735-26,A6735-26-002,A6735-0623-00,38,115,60,55,103Y12M
A6735-26,A6735-26-002,A6735-0661-00,4,17,7,10,103Y12M
A6735-26,A6735-26-002,A6735-0700-00,4,15,8,7,103Y12M
A6735-26,A6735-26-002,A6735-0708-00,38,122,65,57,103Y12M
A6735-26,A6735-26-002,A6735-0714-00,1,8,3,5,103Y12M
A6735-26,A6735-26-003,A6735-0747-00,35,101,40,61,103Y12M
A6735-26,A6735-26-003,A6735-0758-00,153,356,169,187,103Y12M
A6735-26,A6735-26-004,A6735-0770-00,99,228,107,121,103Y12M
A6735-26,A6735-26-005,A6735-0759-00,42,143,74,69,103Y12M
A6735-26,A6735-26-005,A6735-0776-00,24,85,46,39,103Y12M
A6735-26,A6735-26-006,A6735-0778-00,160,404,182,222,103Y12M
A6735-26,A6735-26-007,A6735-0779-00,136,356,173,183,103Y12M
A6735-26,A6735-26-008,A6735-0805-00,51,128,67,61,103Y12M
A6735-26,A6735-26-008,A6735-0851-00,101,340,162,178,103Y12M
A6735-26,A6735-26-009,A6735-0849-00,44,156,82,74,103Y12M
A6735-27,A6735-27-001,A6735-0308-00,9,31,14,17,103Y12M
A6735-27,A6735-27-001,A6735-0336-00,9,29,16,13,103Y12M
A6735-27,A6735-27-001,A6735-0379-00,12,38,19,19,103Y12M
A6735-27,A6735-27-001,A6735-0387-00,8,13,4,9,103Y12M
A6735-27,A6735-27-001,A6735-0430-00,1,4,3,1,103Y12M
A6735-27,A6735-27-002,A6735-0373-00,61,201,100,101,103Y12M
A6735-27,A6735-27-002,A6735-0411-00,1,4,1,3,103Y12M
A6735-27,A6735-27-002,A6735-0433-00,51,198,91,107,103Y12M
A6735-27,A6735-27-002,A6735-0502-00,4,5,4,1,103Y12M
A6735-27,A6735-27-005,A6735-0421-00,7,21,14,7,103Y12M
A6735-27,A6735-27-005,A6735-0459-00,14,49,22,27,103Y12M
A6735-27,A6735-27-005,A6735-0594-00,1,1,1,0,103Y12M
A6735-27,A6735-27-005,A6735-0653-00,6,21,12,9,103Y12M
A6735-27,A6735-27-005,A6735-0838-00,2,3,2,1,103Y12M
A6735-27,A6735-27-006,A6735-0691-00,1,6,2,4,103Y12M
A6735-27,A6735-27-006,A6735-0710-00,111,384,173,211,103Y12M
A6735-27,A6735-27-006,A6735-0749-00,6,13,8,5,103Y12M
A6735-27,A6735-27-006,A6735-0774-00,1,4,2,2,103Y12M
A6735-27,A6735-27-007,A6735-0920-00,39,136,71,65,103Y12M
A6735-27,A6735-27-007,A6735-0927-00,23,66,37,29,103Y12M
A6735-27,A6735-27-007,A6735-0948-00,46,140,72,68,103Y12M
A6735-27,A6735-27-008,A6735-0761-00,5,18,9,9,103Y12M
A6735-27,A6735-27-008,A6735-0854-00,2,6,5,1,103Y12M
A6735-27,A6735-27-008,A6735-0859-00,1,4,2,2,103Y12M
A6735-27,A6735-27-008,A6735-0871-00,1,3,1,2,103Y12M
A6735-27,A6735-27-008,A6735-0929-00,2,4,2,2,103Y12M
A6735-27,A6735-27-008,A6735-0946-00,1,2,2,0,103Y12M
A6735-27,A6735-27-008,A6735-0996-00,2,6,4,2,103Y12M
A6735-27,A6735-27-008,A6735-1023-00,75,210,97,113,103Y12M
A6735-27,A6735-27-009,A6735-0955-00,36,106,55,51,103Y12M
A6735-27,A6735-27-009,A6735-0960-00,51,195,92,103,103Y12M
A6735-27,A6735-27-009,A6735-0973-00,30,92,50,42,103Y12M
A6735-27,A6735-27-010,A6735-1016-00,67,182,95,87,103Y12M
A6735-27,A6735-27-011,A6735-1044-00,55,213,107,106,103Y12M
A6735-27,A6735-27-011,A6735-1070-00,72,253,132,121,103Y12M
A6735-27,A6735-27-012,A6735-1092-00,44,100,52,48,103Y12M
A6735-27,A6735-27-012,A6735-1111-00,236,587,296,291,103Y12M
A6735-28,A6735-28-001,A6735-0717-00,57,175,88,87,103Y12M
A6735-28,A6735-28-002,A6735-0721-00,44,114,57,57,103Y12M
A6735-28,A6735-28-003,A6735-0723-00,28,74,34,40,103Y12M
A6735-28,A6735-28-003,A6735-0732-00,68,220,107,113,103Y12M
A6735-28,A6735-28-004,A6735-0720-00,32,100,53,47,103Y12M
A6735-28,A6735-28-004,A6735-0726-00,46,126,65,61,103Y12M
A6735-28,A6735-28-004,A6735-0731-00,43,142,72,70,103Y12M
A6735-28,A6735-28-004,A6735-0738-00,26,73,43,30,103Y12M
A6735-28,A6735-28-005,A6735-0735-00,79,254,134,120,103Y12M
A6735-28,A6735-28-006,A6735-0736-00,57,196,77,119,103Y12M
A6735-28,A6735-28-006,A6735-0746-00,47,162,83,79,103Y12M
A6735-28,A6735-28-007,A6735-0744-00,76,263,133,130,103Y12M
A6735-28,A6735-28-007,A6735-0750-00,13,46,20,26,103Y12M
A6735-28,A6735-28-007,A6735-0767-00,41,102,48,54,103Y12M
A6735-28,A6735-28-008,A6735-0763-00,135,422,212,210,103Y12M
A6735-28,A6735-28-009,A6735-0799-00,122,402,212,190,103Y12M
A6735-29,A6735-29-001,A6735-0724-00,119,353,192,161,103Y12M
A6735-29,A6735-29-001,A6735-0754-00,50,159,79,80,103Y12M
A6735-29,A6735-29-002,A6735-0751-00,68,214,106,108,103Y12M
A6735-29,A6735-29-002,A6735-0760-00,78,235,120,115,103Y12M
A6735-29,A6735-29-003,A6735-0752-00,18,48,24,24,103Y12M
A6735-29,A6735-29-003,A6735-0785-00,87,305,166,139,103Y12M
A6735-29,A6735-29-004,A6735-0755-00,51,165,79,86,103Y12M
A6735-29,A6735-29-005,A6735-0801-00,20,52,29,23,103Y12M
A6735-29,A6735-29-005,A6735-0809-00,42,111,56,55,103Y12M
A6735-29,A6735-29-005,A6735-0811-00,18,67,36,31,103Y12M
A6735-29,A6735-29-005,A6735-0822-00,23,83,44,39,103Y12M
A6735-29,A6735-29-006,A6735-0812-00,88,306,156,150,103Y12M
A6735-29,A6735-29-007,A6735-0807-00,138,390,197,193,103Y12M
A6735-29,A6735-29-007,A6735-0863-00,19,62,29,33,103Y12M
A6735-29,A6735-29-008,A6735-0827-00,39,126,57,69,103Y12M
A6735-29,A6735-29-008,A6735-0864-00,46,159,85,74,103Y12M
A6735-29,A6735-29-009,A6735-0858-00,34,113,63,50,103Y12M
A6735-29,A6735-29-009,A6735-0875-00,25,92,49,43,103Y12M
A6735-29,A6735-29-010,A6735-0881-00,19,63,34,29,103Y12M
A6735-29,A6735-29-010,A6735-0883-00,48,162,97,65,103Y12M
A6735-30,A6735-30-001,A6735-0699-00,600,974,588,386,103Y12M
A6735-30,A6735-30-002,A6735-0719-00,38,125,60,65,103Y12M
A6735-30,A6735-30-003,A6735-0734-00,12,41,24,17,103Y12M
A6735-30,A6735-30-003,A6735-0740-00,75,245,126,119,103Y12M
A6735-30,A6735-30-004,A6735-0727-00,43,127,70,57,103Y12M
A6735-30,A6735-30-004,A6735-0762-00,85,257,129,128,103Y12M
A6735-30,A6735-30-005,A6735-0739-00,128,368,182,186,103Y12M
A6735-30,A6735-30-005,A6735-0769-00,44,130,66,64,103Y12M
A6735-30,A6735-30-006,A6735-0766-00,9,28,15,13,103Y12M
A6735-30,A6735-30-006,A6735-0798-00,166,505,258,247,103Y12M
A6735-30,A6735-30-006,A6735-0815-00,14,37,19,18,103Y12M
A6735-30,A6735-30-007,A6735-0795-00,41,115,60,55,103Y12M
A6735-30,A6735-30-007,A6735-0833-00,48,166,92,74,103Y12M
A6735-30,A6735-30-008,A6735-0818-00,81,270,139,131,103Y12M
A6735-30,A6735-30-008,A6735-0820-00,52,187,103,84,103Y12M
A6735-30,A6735-30-009,A6735-0846-00,50,154,74,80,103Y12M
A6735-30,A6735-30-010,A6735-0869-00,40,126,64,62,103Y12M
A6735-30,A6735-30-010,A6735-0879-00,27,72,37,35,103Y12M
A6735-30,A6735-30-010,A6735-0889-00,59,216,107,109,103Y12M
A6735-31,A6735-31-001,A6735-0531-00,45,127,66,61,103Y12M
A6735-31,A6735-31-001,A6735-0567-00,23,80,47,33,103Y12M
A6735-31,A6735-31-001,A6735-0631-00,17,47,22,25,103Y12M
A6735-31,A6735-31-001,A6735-0645-00,7,31,19,12,103Y12M
A6735-31,A6735-31-001,A6735-0678-00,14,40,21,19,103Y12M
A6735-31,A6735-31-002,A6735-0620-00,18,69,37,32,103Y12M
A6735-31,A6735-31-002,A6735-0659-00,20,63,32,31,103Y12M
A6735-31,A6735-31-002,A6735-0686-00,23,73,34,39,103Y12M
A6735-31,A6735-31-002,A6735-0696-00,23,81,42,39,103Y12M
A6735-31,A6735-31-002,A6735-0713-00,2,8,2,6,103Y12M
A6735-31,A6735-31-003,A6735-0716-00,2,5,4,1,103Y12M
A6735-31,A6735-31-003,A6735-0718-00,1,2,1,1,103Y12M
A6735-31,A6735-31-003,A6735-0729-00,10,47,21,26,103Y12M
A6735-31,A6735-31-003,A6735-0733-00,10,38,18,20,103Y12M
A6735-31,A6735-31-003,A6735-0743-00,17,61,30,31,103Y12M
A6735-31,A6735-31-003,A6735-0765-00,19,62,30,32,103Y12M
A6735-31,A6735-31-003,A6735-0771-00,8,32,15,17,103Y12M
A6735-31,A6735-31-003,A6735-0773-00,5,18,8,10,103Y12M
A6735-31,A6735-31-003,A6735-0777-00,1,5,1,4,103Y12M
A6735-31,A6735-31-003,A6735-0792-00,4,16,5,11,103Y12M
A6735-31,A6735-31-003,A6735-0829-00,3,5,5,0,103Y12M
A6735-31,A6735-31-003,A6735-0857-00,1,3,1,2,103Y12M
A6735-31,A6735-31-004,A6735-0741-00,13,44,24,20,103Y12M
A6735-31,A6735-31-004,A6735-0780-00,51,166,83,83,103Y12M
A6735-31,A6735-31-004,A6735-0823-00,26,87,43,44,103Y12M
A6735-31,A6735-31-004,A6735-0836-00,11,32,14,18,103Y12M
A6735-31,A6735-31-004,A6735-0905-00,4,13,7,6,103Y12M
A6735-31,A6735-31-005,A6735-0956-00,16,49,23,26,103Y12M
A6735-31,A6735-31-005,A6735-0992-00,56,175,90,85,103Y12M
A6735-31,A6735-31-005,A6735-0994-00,46,139,76,63,103Y12M
A6735-31,A6735-31-006,A6735-1009-00,60,205,107,98,103Y12M
A6735-31,A6735-31-007,A6735-1017-00,61,155,85,70,103Y12M
A6735-31,A6735-31-008,A6735-1043-00,89,279,136,143,103Y12M
A6735-31,A6735-31-009,A6735-1037-00,137,412,206,206,103Y12M
A6735-31,A6735-31-010,A6735-1050-00,20,69,37,32,103Y12M
A6735-31,A6735-31-010,A6735-1060-00,117,331,162,169,103Y12M
A6735-32,A6735-32-001,A6735-0764-00,97,309,149,160,103Y12M
A6735-32,A6735-32-002,A6735-0781-00,48,157,78,79,103Y12M
A6735-32,A6735-32-002,A6735-0791-00,41,137,73,64,103Y12M
A6735-32,A6735-32-002,A6735-0800-00,40,139,73,66,103Y12M
A6735-32,A6735-32-003,A6735-0790-00,81,307,162,145,103Y12M
A6735-32,A6735-32-003,A6735-0806-00,61,176,90,86,103Y12M
A6735-32,A6735-32-004,A6735-0803-00,77,224,108,116,103Y12M
A6735-32,A6735-32-005,A6735-0796-00,30,87,36,51,103Y12M
A6735-32,A6735-32-005,A6735-0831-00,92,259,144,115,103Y12M
A6735-32,A6735-32-006,A6735-0813-00,58,158,93,65,103Y12M
A6735-32,A6735-32-006,A6735-0834-00,72,209,110,99,103Y12M
A6735-32,A6735-32-007,A6735-0816-00,58,171,78,93,103Y12M
A6735-32,A6735-32-007,A6735-0860-00,81,265,129,136,103Y12M
A6735-32,A6735-32-008,A6735-0878-00,48,141,72,69,103Y12M
A6735-32,A6735-32-008,A6735-0893-00,70,157,75,82,103Y12M
A6735-33,A6735-33-001,A6735-0783-00,114,300,150,150,103Y12M
A6735-33,A6735-33-002,A6735-0786-00,91,235,116,119,103Y12M
A6735-33,A6735-33-003,A6735-0787-00,56,152,77,75,103Y12M
A6735-33,A6735-33-003,A6735-0789-00,48,137,77,60,103Y12M
A6735-33,A6735-33-004,A6735-0797-00,79,223,114,109,103Y12M
A6735-33,A6735-33-005,A6735-0802-00,94,246,127,119,103Y12M
A6735-33,A6735-33-006,A6735-0804-00,128,346,164,182,103Y12M
A6735-33,A6735-33-007,A6735-0826-00,165,389,172,217,103Y12M
A6735-33,A6735-33-008,A6735-0837-00,105,273,141,132,103Y12M
A6735-33,A6735-33-009,A6735-0868-00,114,326,157,169,103Y12M
A6735-33,A6735-33-010,A6735-0902-00,148,458,224,234,103Y12M
A6735-34,A6735-34-001,A6735-0782-00,42,139,67,72,103Y12M
A6735-34,A6735-34-001,A6735-0793-00,54,173,89,84,103Y12M
A6735-34,A6735-34-002,A6735-0788-00,40,126,66,60,103Y12M
A6735-34,A6735-34-002,A6735-0819-00,53,136,75,61,103Y12M
A6735-34,A6735-34-002,A6735-0828-00,20,53,27,26,103Y12M
A6735-34,A6735-34-002,A6735-0853-00,34,122,56,66,103Y12M
A6735-34,A6735-34-003,A6735-0814-00,68,194,104,90,103Y12M
A6735-34,A6735-34-003,A6735-0870-00,8,29,13,16,103Y12M
A6735-34,A6735-34-004,A6735-0794-00,56,185,90,95,103Y12M
A6735-34,A6735-34-004,A6735-0839-00,16,42,19,23,103Y12M
A6735-34,A6735-34-004,A6735-0866-00,19,64,36,28,103Y12M
A6735-34,A6735-34-004,A6735-0890-00,3,9,5,4,103Y12M
A6735-34,A6735-34-005,A6735-0824-00,28,78,45,33,103Y12M
A6735-34,A6735-34-005,A6735-0872-00,28,85,40,45,103Y12M
A6735-34,A6735-34-005,A6735-0880-00,36,113,57,56,103Y12M
A6735-34,A6735-34-006,A6735-0896-00,19,50,21,29,103Y12M
A6735-34,A6735-34-006,A6735-0909-00,131,391,191,200,103Y12M
A6735-34,A6735-34-007,A6735-0913-00,77,248,129,119,103Y12M
A6735-34,A6735-34-008,A6735-0904-00,29,90,42,48,103Y12M
A6735-34,A6735-34-008,A6735-0923-00,39,119,67,52,103Y12M
A6735-34,A6735-34-008,A6735-0940-00,82,241,126,115,103Y12M
A6735-34,A6735-34-008,A6735-0951-00,15,44,20,24,103Y12M
A6735-34,A6735-34-008,A6735-0984-00,8,33,17,16,103Y12M
A6735-34,A6735-34-009,A6735-0963-00,110,355,185,170,103Y12M
A6735-34,A6735-34-010,A6735-0972-00,104,306,153,153,103Y12M
A6735-35,A6735-35-001,A6735-0821-00,66,193,87,106,103Y12M
A6735-35,A6735-35-001,A6735-0842-00,31,93,47,46,103Y12M
A6735-35,A6735-35-002,A6735-0847-00,108,341,163,178,103Y12M
A6735-35,A6735-35-003,A6735-0845-00,32,95,50,45,103Y12M
A6735-35,A6735-35-003,A6735-0856-00,22,58,21,37,103Y12M
A6735-35,A6735-35-003,A6735-0862-00,25,85,45,40,103Y12M
A6735-35,A6735-35-003,A6735-0873-00,15,41,19,22,103Y12M
A6735-35,A6735-35-003,A6735-0882-00,21,67,39,28,103Y12M
A6735-35,A6735-35-004,A6735-0844-00,72,245,119,126,103Y12M
A6735-35,A6735-35-005,A6735-0895-00,93,295,142,153,103Y12M
A6735-35,A6735-35-005,A6735-0911-00,33,116,56,60,103Y12M
A6735-35,A6735-35-006,A6735-0894-00,56,139,71,68,103Y12M
A6735-35,A6735-35-006,A6735-0901-00,44,167,73,94,103Y12M
A6735-35,A6735-35-006,A6735-0926-00,62,155,81,74,103Y12M
A6735-35,A6735-35-007,A6735-0917-00,72,225,121,104,103Y12M
A6735-35,A6735-35-007,A6735-0936-00,37,125,67,58,103Y12M
A6735-35,A6735-35-008,A6735-0952-00,97,299,143,156,103Y12M
A6735-35,A6735-35-009,A6735-0945-00,52,143,71,72,103Y12M
A6735-35,A6735-35-009,A6735-0958-00,38,131,71,60,103Y12M
A6735-35,A6735-35-009,A6735-0969-00,4,12,3,9,103Y12M
A6735-35,A6735-35-010,A6735-0959-00,102,330,163,167,103Y12M
A6735-36,A6735-36-001,A6735-0867-00,56,163,87,76,103Y12M
A6735-36,A6735-36-001,A6735-0900-00,49,149,71,78,103Y12M
A6735-36,A6735-36-002,A6735-0886-00,42,137,63,74,103Y12M
A6735-36,A6735-36-002,A6735-0898-00,25,95,47,48,103Y12M
A6735-36,A6735-36-002,A6735-0912-00,20,66,24,42,103Y12M
A6735-36,A6735-36-003,A6735-0916-00,15,57,27,30,103Y12M
A6735-36,A6735-36-003,A6735-0918-00,94,290,150,140,103Y12M
A6735-36,A6735-36-004,A6735-0943-00,162,469,241,228,103Y12M
A6735-36,A6735-36-005,A6735-0942-00,61,223,112,111,103Y12M
A6735-36,A6735-36-005,A6735-0949-00,78,236,126,110,103Y12M
A6735-36,A6735-36-006,A6735-0968-00,112,354,176,178,103Y12M
A6735-36,A6735-36-007,A6735-0962-00,66,182,82,100,103Y12M
A6735-36,A6735-36-007,A6735-0980-00,118,342,179,163,103Y12M
A6735-36,A6735-36-008,A6735-0978-00,96,304,154,150,103Y12M
A6735-36,A6735-36-009,A6735-0982-00,85,237,115,122,103Y12M
A6735-37,A6735-37-001,A6735-0876-00,37,114,61,53,103Y12M
A6735-37,A6735-37-001,A6735-0892-00,32,106,47,59,103Y12M
A6735-37,A6735-37-001,A6735-0910-00,42,136,69,67,103Y12M
A6735-37,A6735-37-002,A6735-0885-00,60,194,101,93,103Y12M
A6735-37,A6735-37-002,A6735-0906-00,36,125,69,56,103Y12M
A6735-37,A6735-37-003,A6735-0928-00,114,358,175,183,103Y12M
A6735-37,A6735-37-004,A6735-0924-00,35,111,55,56,103Y12M
A6735-37,A6735-37-004,A6735-0937-00,70,209,115,94,103Y12M
A6735-37,A6735-37-005,A6735-0908-00,33,102,59,43,103Y12M
A6735-37,A6735-37-005,A6735-0919-00,47,155,76,79,103Y12M
A6735-37,A6735-37-005,A6735-0957-00,16,59,28,31,103Y12M
A6735-37,A6735-37-006,A6735-0925-00,55,170,91,79,103Y12M
A6735-37,A6735-37-006,A6735-0939-00,15,52,29,23,103Y12M
A6735-37,A6735-37-006,A6735-0941-00,18,71,38,33,103Y12M
A6735-37,A6735-37-006,A6735-0953-00,32,80,42,38,103Y12M
A6735-37,A6735-37-007,A6735-0954-00,47,159,75,84,103Y12M
A6735-37,A6735-37-007,A6735-0965-00,26,77,42,35,103Y12M
A6735-37,A6735-37-008,A6735-0974-00,71,218,103,115,103Y12M
A6735-37,A6735-37-008,A6735-0987-00,42,148,81,67,103Y12M
A6735-37,A6735-37-009,A6735-0990-00,120,368,186,182,103Y12M
A6735-38,A6735-38-001,A6735-0593-00,90,304,149,155,103Y12M
A6735-38,A6735-38-002,A6735-0616-00,40,119,60,59,103Y12M
A6735-38,A6735-38-003,A6735-0658-00,28,100,47,53,103Y12M
A6735-38,A6735-38-003,A6735-0677-00,50,152,76,76,103Y12M
A6735-38,A6735-38-003,A6735-0682-00,16,48,20,28,103Y12M
A6735-38,A6735-38-004,A6735-0648-00,32,101,46,55,103Y12M
A6735-38,A6735-38-004,A6735-0706-00,179,571,274,297,103Y12M
A6735-38,A6735-38-005,A6735-0730-00,4,12,6,6,103Y12M
A6735-38,A6735-38-005,A6735-0753-00,5,7,4,3,103Y12M
A6735-38,A6735-38-005,A6735-0775-00,39,136,61,75,103Y12M
A6735-38,A6735-38-005,A6735-0784-00,61,193,102,91,103Y12M
A6735-38,A6735-38-006,A6735-0722-00,1,2,1,1,103Y12M
A6735-38,A6735-38-006,A6735-0737-00,1,1,1,0,103Y12M
A6735-38,A6735-38-006,A6735-0745-00,1,2,1,1,103Y12M
A6735-38,A6735-38-006,A6735-0748-00,2,6,4,2,103Y12M
A6735-38,A6735-38-006,A6735-0768-00,2,4,3,1,103Y12M
A6735-38,A6735-38-006,A6735-0835-00,1,10,4,6,103Y12M
A6735-38,A6735-38-006,A6735-0921-00,1,1,0,1,103Y12M
A6735-38,A6735-38-007,A6735-0848-00,79,259,137,122,103Y12M
A6735-38,A6735-38-008,A6735-0808-00,31,76,39,37,103Y12M
A6735-38,A6735-38-008,A6735-0930-00,19,55,33,22,103Y12M
A6735-38,A6735-38-010,A6735-0922-00,81,235,133,102,103Y12M
A6735-38,A6735-38-011,A6735-0903-00,16,59,28,31,103Y12M
A6735-38,A6735-38-011,A6735-0933-00,117,388,194,194,103Y12M
A6735-38,A6735-38-012,A6735-0985-00,1,3,1,2,103Y12M
A6735-38,A6735-38-015,A6735-0977-00,73,218,125,93,103Y12M
A6735-38,A6735-38-015,A6735-0998-00,7,21,13,8,103Y12M
A6735-38,A6735-38-015,A6735-1020-00,4,12,4,8,103Y12M
A6735-38,A6735-38-015,A6735-1028-00,30,89,52,37,103Y12M
